62.54	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.14;0.24;0.10;0.24;15;1;0.14;0.24	0.12;0.27;0.12;0.27;16;5;0.10;0.25	0.13;0.25;0.11;0.25;24;9;0.10;0.25	0.17;0.21;0.07;0.21;18;12;0.10;0.21
63.35	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;1;0;0.04;0.17	0.13;0.26;0.11;0.26;21;6;0.13;0.26	0.12;0.27;0.12;0.27;9;18;0.09;0.23	0.13;0.25;0.11;0.25;13;17;0.09;0.23	0.17;0.21;0.07;0.21;15;10;0.09;0.21
64.16	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;1;0;0.04;0.17	0.13;0.26;0.11;0.26;21;3;0.11;0.26	0.12;0.27;0.12;0.27;4;19;0.07;0.21	0.13;0.25;0.11;0.25;7;21;0.07;0.21	0.17;0.21;0.07;0.21;12;11;0.07;0.21
65.02	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;1;0;0.04;0.17	0.13;0.26;0.11;0.26;10;22;0.09;0.24	0.12;0.27;0.12;0.27;2;22;0.05;0.19	0.13;0.25;0.11;0.25;2;21;0.05;0.19	0.17;0.21;0.07;0.21;4;18;0.05;0.19
66.60	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;1;0;0.04;0.17	0.13;0.26;0.11;0.26;2;25;0.06;0.20	0.12;0.27;0.12;0.27;3;22;0.02;0.15	0.13;0.25;0.11;0.25;2;22;0.02;0.15	0.17;0.21;0.07;0.21;0;22;0.02;0.15
67.52	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;1;0;0.04;0.17	0.13;0.26;0.11;0.26;1;32;0.04;0.17	0.12;0.27;0.12;0.27;5;24;0.00;0.12	0.13;0.25;0.11;0.25;5;23;0.00;0.12	0.17;0.21;0.07;0.21;2;25;0.00;0.12
68.29	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.13;0.26;0.11;0.26;2;33;0.03;0.15	0.12;0.27;0.12;0.27;0;20;0.01;0.12	0.13;0.25;0.11;0.25;0;21;0.01;0.12	0.17;0.21;0.07;0.21;0;18;0.01;0.12
69.55	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.13;0.26;0.11;0.26;5;38;0.00;0.12	0.12;0.27;0.12;0.27;17;10;0.04;0.12	0.13;0.25;0.11;0.25;20;2;0.04;0.12	0.17;0.21;0.07;0.21;17;0;0.04;0.12
70.46	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.13;0.26;0.11;0.26;9;34;0.02;0.12	0.12;0.27;0.12;0.27;18;65535;0.06;0.12	0.13;0.25;0.11;0.25;19;2;0.06;0.12	0.17;0.21;0.07;0.21;19;4;0.06;0.12
71.44	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.13;0.26;0.11;0.26;25;17;0.04;0.12	0.12;0.27;0.12;0.27;15;6;0.08;0.12	0.13;0.25;0.11;0.25;15;7;0.08;0.12	0.17;0.21;0.07;0.21;16;10;0.08;0.12
72.44	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.13;0.26;0.11;0.26;27;1;0.06;0.12	0.12;0.27;0.12;0.27;14;13;0.10;0.12	0.13;0.25;0.11;0.25;14;12;0.10;0.12	0.17;0.21;0.07;0.21;14;13;0.10;0.12
73.37	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.13;0.26;0.11;0.26;33;0;0.07;0.12	0.12;0.27;0.12;0.27;14;14;0.11;0.12	0.13;0.25;0.11;0.25;15;13;0.11;0.12	0.17;0.21;0.07;0.21;15;14;0.11;0.12
74.26	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.13;0.26;0.11;0.26;34;5;0.09;0.12	0.12;0.27;0.12;0.27;14;15;0.13;0.12	0.13;0.25;0.11;0.25;13;15;0.13;0.12	0.17;0.21;0.07;0.21;14;15;0.13;0.12
75.20	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.13;0.26;0.11;0.26;34;5;0.11;0.12	0.12;0.27;0.12;0.27;15;16;0.15;0.12	0.13;0.25;0.11;0.25;14;16;0.15;0.12	0.17;0.21;0.07;0.21;13;16;0.15;0.12
76.05	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.13;0.26;0.11;0.26;34;8;0.13;0.12	0.12;0.27;0.12;0.27;14;18;0.17;0.12	0.13;0.25;0.11;0.25;14;16;0.17;0.12	0.17;0.21;0.07;0.21;14;17;0.17;0.12
77.37	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;1;0;0.04;0.17	0.13;0.26;0.11;0.26;32;11;0.15;0.12	0.12;0.27;0.12;0.27;12;19;0.19;0.12	0.13;0.25;0.11;0.25;13;18;0.19;0.12	0.17;0.21;0.07;0.21;14;19;0.19;0.12
78.28	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.13;0.26;0.11;0.26;29;9;0.17;0.12	0.12;0.27;0.12;0.27;9;16;0.21;0.12	0.13;0.25;0.11;0.25;8;16;0.21;0.12	0.17;0.21;0.07;0.21;9;17;0.21;0.12
79.28	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.13;0.26;0.11;0.26;27;9;0.19;0.12	0.12;0.27;0.12;0.27;5;14;0.23;0.12	0.13;0.25;0.11;0.25;4;14;0.23;0.12	0.17;0.21;0.07;0.21;3;15;0.23;0.12
80.21	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;1;0;0.04;0.17	0.13;0.26;0.11;0.26;24;11;0.21;0.12	0.12;0.27;0.12;0.27;6;5;0.23;0.13	0.13;0.25;0.11;0.25;4;5;0.23;0.13	0.17;0.21;0.07;0.21;1;5;0.23;0.13
81.20	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.13;0.26;0.11;0.26;20;12;0.23;0.12	0.21;0.16;0.03;0.16;17;2;0.21;0.16	0.21;0.16;0.03;0.16;20;1;0.21;0.16	0.21;0.16;0.03;0.16;18;0;0.21;0.16
82.18	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.13;0.26;0.11;0.26;0;5;0.23;0.13	0.19;0.18;0.05;0.18;21;4;0.19;0.18	0.19;0.18;0.05;0.18;22;4;0.19;0.18	0.19;0.18;0.05;0.18;21;4;0.19;0.18
83.05	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;1;0;0.04;0.17	0.21;0.15;0.03;0.15;9;3;0.21;0.15	0.17;0.20;0.07;0.20;22;2;0.17;0.20	0.17;0.20;0.07;0.20;22;2;0.17;0.20	0.17;0.20;0.07;0.20;24;0;0.17;0.20
84.66	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.18;0.20;0.06;0.20;13;7;0.18;0.20	0.14;0.25;0.10;0.25;20;4;0.14;0.25	0.17;0.20;0.07;0.20;22;13;0.14;0.20	0.14;0.25;0.10;0.25;25;3;0.14;0.25
85.60	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.16;0.22;0.08;0.22;13;3;0.16;0.22	0.12;0.27;0.12;0.27;22;7;0.12;0.27	0.17;0.20;0.07;0.20;21;12;0.12;0.20	0.12;0.27;0.12;0.27;22;6;0.12;0.27
86.49	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.14;0.24;0.10;0.24;15;1;0.14;0.24	0.12;0.27;0.12;0.27;17;8;0.10;0.25	0.17;0.20;0.07;0.20;15;10;0.10;0.20	0.12;0.27;0.12;0.27;18;3;0.10;0.25
87.45	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.12;0.27;0.12;0.27;21;7;0.12;0.27	0.12;0.27;0.12;0.27;7;18;0.08;0.22	0.17;0.20;0.07;0.20;16;7;0.08;0.20	0.12;0.27;0.12;0.27;8;21;0.08;0.22
88.40	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.12;0.27;0.12;0.27;19;8;0.10;0.25	0.12;0.27;0.12;0.27;2;21;0.06;0.20	0.17;0.20;0.07;0.20;10;7;0.06;0.20	0.12;0.27;0.12;0.27;0;23;0.06;0.20
89.37	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;1;0;0.04;0.17	0.12;0.27;0.12;0.27;7;21;0.09;0.23	0.12;0.27;0.12;0.27;2;20;0.05;0.18	0.17;0.20;0.07;0.20;3;15;0.05;0.18	0.12;0.27;0.12;0.27;1;21;0.05;0.18
90.24	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;1;0;0.04;0.17	0.12;0.27;0.12;0.27;3;27;0.07;0.21	0.12;0.27;0.12;0.27;5;21;0.03;0.16	0.17;0.20;0.07;0.20;1;22;0.03;0.16	0.12;0.27;0.12;0.27;2;23;0.03;0.16
91.03	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;1;0;0.04;0.17	0.12;0.27;0.12;0.27;3;28;0.05;0.19	0.12;0.27;0.12;0.27;5;20;0.01;0.14	0.17;0.20;0.07;0.20;2;22;0.01;0.14	0.12;0.27;0.12;0.27;4;23;0.01;0.14
92.60	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;1;0;0.04;0.17	0.12;0.27;0.12;0.27;2;36;0.02;0.15	0.12;0.27;0.12;0.27;7;26;0.02;0.12	0.17;0.20;0.07;0.20;9;12;0.02;0.12	0.12;0.27;0.12;0.27;3;21;0.02;0.12
93.56	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;1;0;0.04;0.17	0.12;0.27;0.12;0.27;4;41;0.00;0.12	0.12;0.27;0.12;0.27;16;8;0.04;0.12	0.17;0.20;0.07;0.20;17;1;0.04;0.12	0.12;0.27;0.12;0.27;18;12;0.04;0.12
94.44	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.12;0.27;0.12;0.27;6;36;0.02;0.12	0.12;0.27;0.12;0.27;20;0;0.06;0.12	0.17;0.20;0.07;0.20;19;5;0.06;0.12	0.12;0.27;0.12;0.27;18;0;0.06;0.12
95.36	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.12;0.27;0.12;0.27;23;23;0.03;0.12	0.12;0.27;0.12;0.27;18;6;0.07;0.12	0.17;0.20;0.07;0.20;18;10;0.07;0.12	0.12;0.27;0.12;0.27;17;5;0.07;0.12
96.34	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.12;0.27;0.12;0.27;28;6;0.05;0.12	0.12;0.27;0.12;0.27;16;10;0.09;0.12	0.17;0.20;0.07;0.20;17;12;0.09;0.12	0.12;0.27;0.12;0.27;20;10;0.09;0.12
97.27	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.12;0.27;0.12;0.27;35;1;0.07;0.12	0.12;0.27;0.12;0.27;14;15;0.11;0.12	0.17;0.20;0.07;0.20;16;14;0.11;0.12	0.12;0.27;0.12;0.27;16;13;0.11;0.12
98.24	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.12;0.27;0.12;0.27;34;4;0.09;0.12	0.12;0.27;0.12;0.27;14;15;0.13;0.12	0.17;0.20;0.07;0.20;15;15;0.13;0.12	0.12;0.27;0.12;0.27;13;13;0.13;0.12
99.01	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;1;0;0.04;0.17	0.12;0.27;0.12;0.27;34;7;0.11;0.12	0.12;0.27;0.12;0.27;15;17;0.15;0.12	0.17;0.20;0.07;0.20;16;17;0.15;0.12	0.12;0.27;0.12;0.27;15;17;0.15;0.12
100.57	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;1;0;0.04;0.17	0.12;0.27;0.12;0.27;32;11;0.14;0.12	0.12;0.27;0.12;0.27;13;15;0.18;0.12	0.17;0.20;0.07;0.20;12;16;0.18;0.12	0.12;0.27;0.12;0.27;11;16;0.18;0.12
101.48	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.12;0.27;0.12;0.27;32;9;0.16;0.12	0.12;0.27;0.12;0.27;10;16;0.20;0.12	0.17;0.20;0.07;0.20;10;15;0.20;0.12	0.12;0.27;0.12;0.27;11;17;0.20;0.12
102.19	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;1;0;0.04;0.17	0.12;0.27;0.12;0.27;30;10;0.17;0.12	0.12;0.27;0.12;0.27;8;16;0.21;0.12	0.17;0.20;0.07;0.20;8;16;0.21;0.12	0.12;0.27;0.12;0.27;9;18;0.21;0.12
103.11	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.12;0.27;0.12;0.27;27;11;0.19;0.12	0.12;0.27;0.12;0.27;6;16;0.23;0.12	0.17;0.20;0.07;0.20;5;16;0.23;0.12	0.12;0.27;0.12;0.27;5;16;0.23;0.12
104.04	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;1;0;0.04;0.17	0.12;0.27;0.12;0.27;24;11;0.21;0.12	0.12;0.27;0.12;0.27;1;8;0.23;0.13	0.17;0.20;0.07;0.20;0;9;0.23;0.13	0.12;0.27;0.12;0.27;0;9;0.23;0.13
105.02	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;1;0;0.04;0.17	0.12;0.27;0.12;0.27;20;15;0.23;0.12	0.21;0.15;0.03;0.15;13;65535;0.21;0.15	0.21;0.15;0.03;0.15;13;65535;0.21;0.15	0.21;0.15;0.03;0.15;12;0;0.21;0.15
106.44	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.22;0.14;0.02;0.14;6;65535;0.22;0.14	0.18;0.19;0.06;0.19;20;5;0.18;0.19	0.18;0.19;0.06;0.19;20;4;0.18;0.19	0.18;0.19;0.06;0.19;22;4;0.18;0.19
107.30	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.21;0.16;0.03;0.16;12;7;0.21;0.16	0.17;0.21;0.07;0.21;22;1;0.17;0.21	0.17;0.21;0.07;0.21;25;1;0.17;0.21	0.17;0.21;0.07;0.21;22;0;0.17;0.21
108.21	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.19;0.18;0.05;0.18;14;8;0.19;0.18	0.17;0.21;0.07;0.21;21;6;0.15;0.21	0.17;0.21;0.07;0.21;22;7;0.15;0.21	0.17;0.21;0.07;0.21;22;5;0.15;0.21
109.12	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.17;0.21;0.07;0.21;14;4;0.17;0.21	0.17;0.21;0.07;0.21;21;10;0.13;0.21	0.17;0.21;0.07;0.21;23;11;0.13;0.21	0.17;0.21;0.07;0.21;22;10;0.13;0.21
110.64	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.14;0.24;0.10;0.24;20;2;0.14;0.24	0.17;0.21;0.07;0.21;18;11;0.10;0.21	0.17;0.21;0.07;0.21;21;11;0.10;0.21	0.17;0.21;0.07;0.21;21;12;0.10;0.21
111.53	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.12;0.27;0.12;0.27;20;8;0.12;0.27	0.17;0.21;0.07;0.21;17;8;0.08;0.21	0.17;0.21;0.07;0.21;16;9;0.08;0.21	0.17;0.21;0.07;0.21;18;9;0.08;0.21
112.51	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.12;0.27;0.12;0.27;14;11;0.10;0.25	0.17;0.21;0.07;0.21;6;14;0.06;0.20	0.17;0.21;0.07;0.21;7;14;0.06;0.20	0.17;0.21;0.07;0.21;7;14;0.06;0.20
113.45	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.12;0.27;0.12;0.27;4;23;0.08;0.22	0.17;0.21;0.07;0.21;0;21;0.04;0.17	0.17;0.21;0.07;0.21;0;20;0.04;0.17	0.17;0.21;0.07;0.21;0;21;0.04;0.17
114.42	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.12;0.27;0.12;0.27;1;24;0.06;0.20	0.17;0.21;0.07;0.21;0;20;0.02;0.15	0.17;0.21;0.07;0.21;0;21;0.02;0.15	0.17;0.21;0.07;0.21;0;22;0.02;0.15
115.35	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.12;0.27;0.12;0.27;0;34;0.05;0.18	0.17;0.21;0.07;0.21;1;27;0.01;0.13	0.17;0.21;0.07;0.21;3;21;0.01;0.13	0.17;0.21;0.07;0.21;3;22;0.01;0.13
116.28	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;1;0;0.04;0.17	0.12;0.27;0.12;0.27;1;34;0.03;0.15	0.17;0.21;0.07;0.21;1;17;0.01;0.12	0.17;0.21;0.07;0.21;0;16;0.01;0.12	0.17;0.21;0.07;0.21;0;18;0.01;0.12
117.26	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;1;0;0.04;0.17	0.12;0.27;0.12;0.27;4;36;0.01;0.13	0.17;0.21;0.07;0.21;15;2;0.03;0.12	0.17;0.21;0.07;0.21;12;4;0.03;0.12	0.17;0.21;0.07;0.21;10;5;0.03;0.12
118.11	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.12;0.27;0.12;0.27;65535;37;0.01;0.12	0.17;0.21;0.07;0.21;20;3;0.05;0.12	0.17;0.21;0.07;0.21;22;3;0.05;0.12	0.17;0.21;0.07;0.21;22;1;0.05;0.12
119.08	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;1;0;0.04;0.17	0.12;0.27;0.12;0.27;20;23;0.03;0.12	0.17;0.21;0.07;0.21;21;9;0.07;0.12	0.17;0.21;0.07;0.21;19;9;0.07;0.12	0.17;0.21;0.07;0.21;19;9;0.07;0.12
120.06	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.12;0.27;0.12;0.27;28;9;0.05;0.12	0.17;0.21;0.07;0.21;18;12;0.09;0.12	0.17;0.21;0.07;0.21;20;12;0.09;0.12	0.17;0.21;0.07;0.21;18;13;0.09;0.12
121.04	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.12;0.27;0.12;0.27;31;0;0.07;0.12	0.17;0.21;0.07;0.21;15;13;0.11;0.12	0.17;0.21;0.07;0.21;19;14;0.11;0.12	0.17;0.21;0.07;0.21;17;13;0.11;0.12
122.61	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;1;0;0.04;0.17	0.12;0.27;0.12;0.27;36;6;0.10;0.12	0.17;0.21;0.07;0.21;16;19;0.14;0.12	0.17;0.21;0.07;0.21;19;17;0.14;0.12	0.17;0.21;0.07;0.21;18;19;0.14;0.12
