21.35	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.14;0.24;0.10;0.24;4;37;0.01;0.13	0.20;0.17;0.04;0.17;11;1;0.03;0.12	0.20;0.17;0.04;0.17;19;0;0.03;0.12	0.20;0.17;0.04;0.17;9;65535;0.03;0.12
22.29	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.14;0.24;0.10;0.24;1;36;0.01;0.12	0.20;0.17;0.04;0.17;17;5;0.05;0.12	0.20;0.17;0.04;0.17;21;6;0.05;0.12	0.20;0.17;0.04;0.17;16;5;0.05;0.12
23.19	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.14;0.24;0.10;0.24;20;19;0.03;0.12	0.20;0.17;0.04;0.17;17;11;0.07;0.12	0.20;0.17;0.04;0.17;21;10;0.07;0.12	0.20;0.17;0.04;0.17;16;9;0.07;0.12
24.07	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;1;0;0.04;0.17	0.14;0.24;0.10;0.24;31;4;0.05;0.12	0.20;0.17;0.04;0.17;16;13;0.09;0.12	0.20;0.17;0.04;0.17;20;12;0.09;0.12	0.20;0.17;0.04;0.17;17;15;0.09;0.12
25.01	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.14;0.24;0.10;0.24;33;4;0.07;0.12	0.20;0.17;0.04;0.17;15;13;0.11;0.12	0.20;0.17;0.04;0.17;16;14;0.11;0.12	0.20;0.17;0.04;0.17;17;14;0.11;0.12
26.62	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.14;0.24;0.10;0.24;35;9;0.10;0.12	0.20;0.17;0.04;0.17;16;20;0.14;0.12	0.20;0.17;0.04;0.17;15;15;0.14;0.12	0.20;0.17;0.04;0.17;14;15;0.14;0.12
27.61	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.14;0.24;0.10;0.24;33;7;0.12;0.12	0.20;0.17;0.04;0.17;15;14;0.16;0.12	0.20;0.17;0.04;0.17;15;14;0.16;0.12	0.20;0.17;0.04;0.17;12;16;0.16;0.12
28.61	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.14;0.24;0.10;0.24;33;8;0.14;0.12	0.20;0.17;0.04;0.17;11;14;0.18;0.12	0.20;0.17;0.04;0.17;11;13;0.18;0.12	0.20;0.17;0.04;0.17;11;14;0.18;0.12
29.55	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.14;0.24;0.10;0.24;31;8;0.16;0.12	0.20;0.17;0.04;0.17;10;15;0.20;0.12	0.20;0.17;0.04;0.17;10;15;0.20;0.12	0.20;0.17;0.04;0.17;10;16;0.20;0.12
30.47	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.14;0.24;0.10;0.24;28;12;0.18;0.12	0.20;0.17;0.04;0.17;9;17;0.22;0.12	0.20;0.17;0.04;0.17;8;19;0.22;0.12	0.20;0.17;0.04;0.17;7;18;0.22;0.12
31.38	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.14;0.24;0.10;0.24;26;10;0.19;0.12	0.20;0.17;0.04;0.17;6;17;0.23;0.12	0.20;0.17;0.04;0.17;6;17;0.23;0.12	0.20;0.17;0.04;0.17;4;16;0.23;0.12
32.32	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.14;0.24;0.10;0.24;23;12;0.21;0.12	0.20;0.17;0.04;0.17;6;4;0.23;0.14	0.20;0.17;0.04;0.17;6;6;0.23;0.14	0.20;0.17;0.04;0.17;3;6;0.23;0.14
33.25	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.14;0.24;0.10;0.24;19;13;0.23;0.12	0.21;0.16;0.03;0.16;20;9;0.21;0.16	0.21;0.16;0.03;0.16;19;1;0.21;0.16	0.21;0.16;0.03;0.16;19;0;0.21;0.16
34.24	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.14;0.24;0.10;0.24;0;2;0.23;0.13	0.19;0.18;0.05;0.18;22;3;0.19;0.18	0.19;0.18;0.05;0.18;22;0;0.19;0.18	0.19;0.18;0.05;0.18;21;4;0.19;0.18
35.18	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.21;0.16;0.03;0.16;10;4;0.21;0.16	0.17;0.21;0.07;0.21;22;0;0.17;0.21	0.17;0.21;0.07;0.21;24;1;0.17;0.21	0.17;0.21;0.07;0.21;23;1;0.17;0.21
36.04	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;1;0;0.04;0.17	0.19;0.18;0.05;0.18;13;8;0.19;0.18	0.15;0.23;0.09;0.23;20;0;0.15;0.23	0.15;0.23;0.09;0.23;25;65535;0.15;0.23	0.15;0.23;0.09;0.23;23;65535;0.15;0.23
37.47	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;1;0;0.04;0.17	0.16;0.22;0.08;0.22;13;4;0.16;0.22	0.12;0.27;0.12;0.27;21;8;0.12;0.27	0.14;0.25;0.10;0.25;23;0;0.12;0.25	0.14;0.25;0.10;0.25;21;0;0.12;0.25
38.41	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.14;0.24;0.10;0.24;14;0;0.14;0.24	0.12;0.27;0.12;0.27;17;6;0.10;0.25	0.14;0.25;0.10;0.25;22;7;0.10;0.25	0.14;0.25;0.10;0.25;23;7;0.10;0.25
39.34	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.13;0.26;0.11;0.26;21;6;0.13;0.26	0.12;0.27;0.12;0.27;7;20;0.09;0.23	0.14;0.25;0.10;0.25;13;16;0.09;0.23	0.14;0.25;0.10;0.25;11;16;0.09;0.23
40.31	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;1;0;0.04;0.17	0.13;0.26;0.11;0.26;19;6;0.11;0.25	0.12;0.27;0.12;0.27;2;20;0.07;0.20	0.14;0.25;0.10;0.25;1;21;0.07;0.20	0.14;0.25;0.10;0.25;0;23;0.07;0.20
41.24	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.13;0.26;0.11;0.26;10;20;0.09;0.23	0.12;0.27;0.12;0.27;2;21;0.05;0.18	0.14;0.25;0.10;0.25;1;22;0.05;0.18	0.14;0.25;0.10;0.25;0;22;0.05;0.18
42.11	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;1;0;0.04;0.17	0.13;0.26;0.11;0.26;2;26;0.07;0.21	0.12;0.27;0.12;0.27;0;21;0.03;0.16	0.14;0.25;0.10;0.25;2;22;0.03;0.16	0.14;0.25;0.10;0.25;0;21;0.03;0.16
43.03	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;1;0;0.04;0.17	0.13;0.26;0.11;0.26;1;27;0.05;0.19	0.12;0.27;0.12;0.27;3;23;0.01;0.14	0.14;0.25;0.10;0.25;3;21;0.01;0.14	0.14;0.25;0.10;0.25;2;21;0.01;0.14
44.62	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.13;0.26;0.11;0.26;2;35;0.02;0.15	0.12;0.27;0.12;0.27;8;19;0.02;0.12	0.14;0.25;0.10;0.25;7;17;0.02;0.12	0.14;0.25;0.10;0.25;4;19;0.02;0.12
45.61	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.13;0.26;0.11;0.26;4;36;0.00;0.12	0.12;0.27;0.12;0.27;15;5;0.04;0.12	0.14;0.25;0.10;0.25;20;0;0.04;0.12	0.14;0.25;0.10;0.25;18;5;0.04;0.12
46.57	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.13;0.26;0.11;0.26;9;33;0.02;0.12	0.12;0.27;0.12;0.27;16;0;0.06;0.12	0.14;0.25;0.10;0.25;20;3;0.06;0.12	0.14;0.25;0.10;0.25;18;3;0.06;0.12
47.50	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;1;0;0.04;0.17	0.13;0.26;0.11;0.26;26;19;0.04;0.12	0.12;0.27;0.12;0.27;18;6;0.08;0.12	0.14;0.25;0.10;0.25;20;9;0.08;0.12	0.14;0.25;0.10;0.25;17;8;0.08;0.12
48.34	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;1;0;0.04;0.17	0.13;0.26;0.11;0.26;36;8;0.05;0.12	0.12;0.27;0.12;0.27;17;11;0.09;0.12	0.14;0.25;0.10;0.25;22;13;0.09;0.12	0.14;0.25;0.10;0.25;18;12;0.09;0.12
49.33	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;1;0;0.04;0.17	0.13;0.26;0.11;0.26;30;0;0.07;0.12	0.12;0.27;0.12;0.27;15;14;0.11;0.12	0.14;0.25;0.10;0.25;17;14;0.11;0.12	0.14;0.25;0.10;0.25;16;13;0.11;0.12
50.26	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.13;0.26;0.11;0.26;32;3;0.09;0.12	0.12;0.27;0.12;0.27;14;14;0.13;0.12	0.14;0.25;0.10;0.25;15;14;0.13;0.12	0.14;0.25;0.10;0.25;14;14;0.13;0.12
51.12	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.13;0.26;0.11;0.26;33;7;0.11;0.12	0.12;0.27;0.12;0.27;14;19;0.15;0.12	0.14;0.25;0.10;0.25;14;14;0.15;0.12	0.14;0.25;0.10;0.25;13;14;0.15;0.12
52.55	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.13;0.26;0.11;0.26;35;9;0.14;0.12	0.12;0.27;0.12;0.27;14;18;0.18;0.12	0.14;0.25;0.10;0.25;13;16;0.18;0.12	0.14;0.25;0.10;0.25;15;18;0.18;0.12
53.48	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;1;0;0.04;0.17	0.13;0.26;0.11;0.26;30;9;0.16;0.12	0.12;0.27;0.12;0.27;11;16;0.20;0.12	0.14;0.25;0.10;0.25;12;17;0.20;0.12	0.14;0.25;0.10;0.25;13;18;0.20;0.12
54.48	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;1;0;0.04;0.17	0.13;0.26;0.11;0.26;29;9;0.18;0.12	0.12;0.27;0.12;0.27;7;15;0.22;0.12	0.14;0.25;0.10;0.25;7;15;0.22;0.12	0.14;0.25;0.10;0.25;6;14;0.22;0.12
55.42	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;1;0;0.04;0.17	0.13;0.26;0.11;0.26;27;12;0.20;0.12	0.12;0.27;0.12;0.27;1;16;0.24;0.12	0.14;0.25;0.10;0.25;3;15;0.24;0.12	0.14;0.25;0.10;0.25;2;15;0.24;0.12
56.40	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.13;0.26;0.11;0.26;23;12;0.22;0.12	0.12;0.27;0.12;0.27;10;4;0.22;0.14	0.14;0.25;0.10;0.25;8;5;0.22;0.14	0.14;0.25;0.10;0.25;6;5;0.22;0.14
57.39	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.13;0.26;0.11;0.26;21;13;0.23;0.12	0.21;0.16;0.03;0.16;20;2;0.21;0.16	0.21;0.16;0.03;0.16;23;2;0.21;0.16	0.21;0.16;0.03;0.16;21;0;0.21;0.16
58.32	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;1;0;0.04;0.17	0.13;0.26;0.11;0.26;2;2;0.23;0.14	0.19;0.19;0.05;0.19;21;4;0.19;0.19	0.19;0.19;0.05;0.19;24;2;0.19;0.19	0.19;0.19;0.05;0.19;22;3;0.19;0.19
59.27	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;1;0;0.04;0.17	0.21;0.16;0.03;0.16;11;6;0.21;0.16	0.17;0.21;0.07;0.21;21;2;0.17;0.21	0.17;0.21;0.07;0.21;22;1;0.17;0.21	0.17;0.21;0.07;0.21;21;0;0.17;0.21
60.07	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;1;0;0.04;0.17	0.19;0.18;0.05;0.18;16;8;0.19;0.18	0.15;0.23;0.09;0.23;21;0;0.15;0.23	0.15;0.23;0.09;0.23;25;0;0.15;0.23	0.17;0.21;0.07;0.21;23;6;0.15;0.21
61.60	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;0;0;0.04;0.17	0.04;0.17;0.20;0.17;1;0;0.04;0.17	0.16;0.22;0.08;0.22;16;2;0.16;0.22	0.12;0.27;0.12;0.27;22;8;0.12;0.27	0.13;0.25;0.11;0.25;26;0;0.12;0.25	0.17;0.21;0.07;0.21;22;13;0.12;0.21
